CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR
TQRMNOPRTHLMMPCDEFKID00803744;2024;3;1;1;43;S;4;486;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1000000;6;6;6;6;;6;500000;7;7;7;7;;6;612;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTYQHMMKOCDEIHJF00811799;2024;3;1;1;44;N;31;257;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;2;2;2;4;1;3;2296000;9;10;9;;10;9;574000;8;8;7;;8;7;270;2;0;1;4;0;0;Nuclear;Material durable;Bajo
TQRMNOQVQHJLKNCDEIHJF00866033;2024;3;1;1;44;N;31;129;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;2000000;9;9;8;;9;8;666666,67;8;9;7;;9;8;140;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNORXXHJLKNCDEIHJF00866034;2024;3;1;1;44;N;31;94;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;1;1;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1870000;9;9;8;;9;8;935000;9;10;9;;10;9;111;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTVSHKOKQCDEIHJF00867086;2024;3;1;1;44;N;31;164;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;0;3;2700000;10;10;9;;10;10;900000;9;9;9;;10;9;176;1;0;97;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPVPHLOKNCDEIHJF00806817;2024;3;1;1;44;N;31;197;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;0;5;2400000;10;10;9;;10;9;480000;7;7;6;;8;6;214;1;2;3;5;0;0;Extendido;Material durable;Bajo
TQRMNOTRQHLOKNCDEIHJF00806818;2024;3;1;1;44;N;31;182;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200000;7;7;6;;8;6;1200000;10;10;10;;10;9;181;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORVTHMLKRCDEIIAD00811940;2024;3;1;1;1;S;32;2369;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSTXHJMKNCDEFKID00865887;2024;3;1;1;43;S;4;558;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;680000;4;4;4;4;;4;680000;8;9;8;8;;8;700;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOTQSHMOKPCDEFKID00808811;2024;3;1;1;43;S;4;780;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;280000;1;1;1;1;;1;280000;4;4;4;4;;3;1105;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSTTHKOKPCDEFKID00867087;2024;3;1;1;43;S;4;741;1;;1;1;;2;2;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;1;2;2;0;2;0;2;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;640000;4;4;4;3;;3;640000;8;8;8;8;;8;922;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQTMNOSTWHKOKPCDEFKID00867088;2024;3;1;1;43;S;4;1169;2;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;430000;2;2;2;2;;2;86000;1;1;1;1;;1;1715;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORWQHJOKQCDEFKID00865915;2024;3;1;1;43;S;4;822;2;;2;1;;9;2;1;1;;1;1;1;1;1;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQTSHJLKRCDEFKID00865916;2024;3;1;1;43;S;4;1275;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;1;2;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1900000;9;9;9;9;;9;950000;9;10;9;9;;9;2316;1;2;96;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQQVHLLKOCDEFKID00803745;2024;3;1;1;43;S;4;1018;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;9;USUFRUCTO;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;97;0;1;0;0;0;Extendido;Material durable;Bajo
TQRMNOQQWHLLKOCDEFKID00803718;2024;3;1;1;43;S;4;1018;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQTMNORWXHMOLTCDEHPJB00811477;2024;3;1;1;40;S;29;647;2;;1;2;;4;2;2;1;;1;2;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;2;;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;300000;1;1;2;1;;1;100000;1;1;1;1;;1;631;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPYYHMOLUCDEHPJB00811478;2024;3;1;1;40;S;29;384;1;;4;1;;4;1;1;1;;1;2;1;3;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;6;1;5;1491000;8;8;9;8;;9;248500;4;4;5;3;;4;562;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQPQHKMLMCDEHPJB00867089;2024;3;1;1;40;S;29;245;1;;2;1;;4;2;1;1;;1;1;2;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;0;1;632500;4;4;4;3;;4;632500;8;8;9;8;;9;286;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORWVHKMLMCDEHPJB00867090;2024;3;2;1;40;S;29;364;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;260000;1;1;1;1;;1;260000;4;4;5;4;;5;401;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOSRVHLMLPCDEHPJB00811481;2024;3;1;1;40;S;29;462;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;2;2;2;0;2;0;6;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;620000;3;4;4;3;;4;310000;5;5;6;5;;6;573;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSRXHKMLNCDEHPJB00867091;2024;3;1;1;40;S;29;398;1;;5;1;;2;1;1;1;;1;1;1;1;1;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;4283000;10;10;10;10;;10;1427666,67;10;10;10;10;;10;492;96;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQQQHLLLQCDEHPJB00806559;2024;3;1;1;40;S;29;468;1;;3;1;;2;1;1;1;;1;1;1;1;1;1;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2500000;10;10;10;10;;10;833333,33;9;9;10;9;;10;672;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQUVHMOMLCDEHPJB00811487;2024;3;1;1;40;S;29;301;1;;4;1;;4;1;1;1;;1;1;1;1;1;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQVSHLMLRCDEHPJB00806539;2024;3;1;1;40;S;29;421;2;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;500000;3;3;3;2;;3;83333,33;1;1;1;1;;1;520;1;4;2;0;0;0;Extendido;Material durable;Bajo
TQRMNORUXHLMLRCDEHPJB00866068;2024;3;1;1;40;S;29;272;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;200000;1;1;1;1;;1;200000;3;3;4;3;;3;275;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORUYHLMLRCDEHPJB00806561;2024;3;1;1;40;S;29;383;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;280000;1;1;1;1;;1;280000;4;4;6;4;;5;428;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOSPWHLOLSCDEHPJB00806540;2024;3;1;1;40;S;29;414;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;2042000;9;10;10;9;;10;510500;7;8;9;7;;9;590;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQURHKOLQCDEHPJB00867092;2024;3;2;1;40;S;29;398;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;6;;2;;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPYPHJMLSCDEHPJB00866136;2024;3;1;1;40;S;29;464;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;2;1;1;2;2;2;2;7;0;7;1523000;8;9;9;8;;9;217571,43;3;3;4;3;;4;700;1;2;3;4;0;0;Extendido;Material durable;Bajo
TQRMNOPYRHJMLSCDEHPJB00866070;2024;3;1;1;40;S;29;362;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;2035000;9;10;10;9;;10;407000;6;7;8;6;;7;547;1;2;3;4;5;0;Extendido;Material durable;Bajo
TQRMNOPWXHKNPOCDEIJAH00867093;2024;3;1;1;1;S;33;1204;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;800000;5;;4;5;;5;400000;6;;6;6;;7;1393;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPQRHMKPRCDEIJAH00812158;2024;3;1;1;1;S;33;2412;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;900000;5;;5;5;;5;450000;7;;6;6;;7;2989;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSRQHKMPRCDEIJAH00867094;2024;3;1;1;1;S;33;2292;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSRUHKLKOCDEIOAH00867095;2024;3;1;1;43;N;38;241;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSVPHMMKPCDEIOAH00813104;2024;3;1;1;43;N;38;135;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;3;4;4;;4;4;300000;4;5;4;;5;5;193;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSTXHKKKPCDEIOAH00867096;2024;3;1;1;43;N;38;150;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1800000;9;9;9;;9;9;1800000;10;10;10;;10;10;152;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQRVHKLKQCDEIOAH00867097;2024;3;1;1;43;N;38;146;2;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;740000;4;5;4;;5;5;246666,67;4;4;3;;4;4;188;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSVSHLMKSCDEIOAH00808251;2024;3;1;1;43;N;38;116;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;650000;4;4;4;;4;4;650000;8;9;8;;9;8;138;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSSRHJKKTCDEFKID00866005;2024;3;1;1;43;S;4;1612;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2500000;10;10;10;10;;10;1250000;10;10;10;10;;10;2563;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSYPHKLKSCDEFKID00867098;2024;3;1;1;43;S;4;1333;2;;8;1;;9;1;1;1;;1;1;1;1;2;2;2;8;3;1;1;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQWSHJLLMCDEFKID00866008;2024;3;1;1;43;S;4;887;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;280000;1;1;1;1;;1;280000;4;4;4;4;;3;1414;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOVXQHLOLUCDEHPJB00806536;2024;3;1;1;40;S;29;413;1;;3;2;;4;2;1;1;;1;1;2;2;1;1;1;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;2;1;1;2;2;2;5;2;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOVXSHLOLUCDEHPJB00806537;2024;3;1;1;40;S;29;424;1;;2;2;;4;2;1;1;;1;1;1;2;1;1;1;2;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;1040000;6;7;7;6;;7;208000;3;3;4;3;;4;479;1;3;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQWRHKOLSCDEHPJB00867099;2024;3;1;1;40;S;29;444;1;;4;1;;4;1;1;1;;1;1;1;1;1;2;2;4;2;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1550000;8;9;9;8;;9;387500;6;6;8;6;;7;616;2;3;1;0;0;0;Nuclear;Material durable;Bajo
TQSMNOQWTHKOLSCDEHPJB00867100;2024;3;1;1;40;S;29;370;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;1391600;8;8;8;7;;8;347900;5;6;7;5;;6;468;1;0;2;4;3;0;Nuclear;Material durable;Bajo
TQRMNOPTPHKOLTCDEHPJB00867101;2024;3;1;1;40;S;29;353;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;0;4;1330000;7;8;8;7;;8;332500;5;5;7;5;;6;429;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORQQHKOLTCDEHPJB00867102;2024;3;1;1;40;S;29;231;1;;3;1;;4;1;1;1;;1;1;1;2;1;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSWRHLMMMCDEHPJB00811468;2024;3;1;1;40;S;29;474;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1;0;1;315000;1;2;2;1;;1;315000;5;5;7;5;;6;554;97;0;1;0;0;0;Extendido;Material durable;Bajo
TQRMNOQPTHJLLTCDEHPJB00866137;2024;3;1;1;40;S;29;452;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;0;1;630000;4;4;4;3;;4;630000;8;8;9;8;;9;576;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQUWHJOMLCDEHPJB00866138;2024;3;1;1;40;S;29;705;1;;2;1;;3;1;1;2;;1;1;1;1;2;1;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;3;0;3;600000;3;4;4;3;;3;200000;3;3;4;3;;3;775;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQQUHJOMMCDEHPJB00866021;2024;3;1;1;40;S;29;311;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;900000;5;6;6;5;;6;450000;7;7;8;6;;8;402;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORPRHKLMMCDEHPJB00867103;2024;3;1;1;40;S;29;519;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPXRHLKSPCDEIJAH00807702;2024;3;1;1;1;S;33;3421;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5;2;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;0;0;0;Extendido;Material durable;Bajo
TQRMNOPXTHLMSRCDEIJAH00812302;2024;3;1;1;1;S;33;1998;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;96;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSTUHMKSRCDEIJAH00867104;2024;3;1;1;1;S;33;1386;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2500000;10;;9;10;;10;2500000;10;;10;10;;10;1730;1;0;96;0;0;0;Extendido;Material durable;Medio
TQRMNOQPSHLLTNCDEIJAH00807621;2024;3;1;1;1;S;33;1074;2;;1;1;;4;2;2;1;;1;2;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;3;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;1;2;2;1;2;2;2;6;1;5;657936;4;;3;4;;4;109656;1;;1;1;;1;2460;1;0;4;0;0;0;Extendido;Material durable;Bajo
TQRMNORVWHKOLLCDEIOAH00867105;2024;3;1;1;43;N;38;130;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;96;0;0;0;Extendido;Material durable;Medio
TQRMNOQTWHKMLMCDEIOAH00867106;2024;3;1;1;43;N;38;96;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1300000;7;8;7;;8;8;325000;5;5;5;;6;5;149;2;1;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSWQHJMLMCDEIOAH00865648;2024;3;1;1;43;N;38;122;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;275000;1;1;1;;1;1;275000;4;4;4;;5;4;126;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQQUHLOLLCDEIOAH00808282;2024;3;1;1;43;N;38;114;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORYSHKLLMCDEHIBB00867107;2024;3;1;1;40;N;22;177;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1500000;8;8;9;;9;9;750000;9;9;10;;9;10;186;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSSHJMKTCDEHIBB00865659;2024;3;1;1;40;N;22;88;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;270000;1;1;1;;1;2;90000;1;1;1;;1;1;87;3;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPSUHMNLLCDEHIBB00810794;2024;3;1;1;40;N;22;96;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;3;4;4;;4;4;300000;4;5;6;;5;6;92;2;0;98;0;0;0;Nuclear;Material durable;Bajo
